State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Type","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,Source,"State-Specific Comments","Rate Used in Calculating State Mean and Median"
Indiana,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose and Cholesterol Testing: Ages 1 to 17",2022,"Medicaid & CHIP",Administrative,25.2,46,33.2,27.3,41.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Behavioral Health Care","Child Core Set","Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17",APP-CH,"Higher rates are better for this measure","Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17",2022,"Medicaid & CHIP",Administrative,61.4,47,62.6,58.6,67.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes managed care population (4 MCOs). Rate was audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Care of Acute and Chronic Conditions","Child Core Set","Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19",AMB-CH,"Lower rates are better for this measure","Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2022,"Medicaid & CHIP",Administrative,36.7,46,31.9,36.2,26.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes managed care population (4 MCOs). Rate was audited or validated.",Yes
Indiana,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11",2022,"Medicaid & CHIP",Administrative,78.5,47,77.3,73.2,80.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18",2022,"Medicaid & CHIP",Administrative,68.2,47,68.8,64.8,72.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18",2022,"Medicaid & CHIP",Administrative,73.2,48,73.1,68.1,76.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Dental and Oral Health Services","Child Core Set","Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,"Higher rates are better for this measure","Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20",2022,"Medicaid & CHIP",Administrative,40.7,27,43.2,37.1,49.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes managed care population (4 MCOs).",Yes
Indiana,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthdate",2022,"Medicaid & CHIP",Administrative,47.3,30,46.4,38.4,57.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received Sealants on All Four Permanent First Molars by their 10th Birthdate",2022,"Medicaid & CHIP",Administrative,40.0,30,32.9,23.6,40.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Dental and Oral Health Services","Child Core Set","Topical Fluoride for Children: Ages 1 through 20",TFL-CH,"Higher rates are better for this measure","Percentage of Enrolled Children who Received at Least Two Topical Fluoride Applications as Dental or Oral Health Services: Total (Ages 1 through 20)",2022,"Medicaid & CHIP",Administrative,15.5,25,19.3,16.8,23.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes managed care population (4 MCOs).",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20",2022,"Medicaid & CHIP",Administrative,11.9,40,26.3,19.1,29.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: All Women Ages 15 to 20",CCW-CH,"Higher rates are better for this measure","Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20",2022,"Medicaid & CHIP",Administrative,1.8,40,3.4,2.7,4.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20",2022,"Medicaid & CHIP",Administrative,5.2,34,5.7,3.8,8.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20",2022,"Medicaid & CHIP",Administrative,39.4,40,39.4,34.1,44.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20",2022,"Medicaid & CHIP",Administrative,3.2,30,3.1,1.6,4.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Contraceptive Care: Postpartum Women Ages 15 to 20",CCP-CH,"Higher rates are better for this measure","Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20",2022,"Medicaid & CHIP",Administrative,15.3,40,15.3,12.1,18.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Lower rates are better for this measure","Percentage of Live Births that Weighed Less Than 2,500 Grams",2022,"Medicaid only",Administrative,10.1,52,10.1,11.1,9.2,,"Mathematica analysis of the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of February 2, 2023.","CMS calculated rate using CDC WONDER data.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Low-Risk Cesarean Delivery",LRCD-CH,"Lower rates are better for this measure","Percentage of Nulliparous, Term, Singleton, in a Cephalic Presentation Births Delivered by Cesarean",2022,"Medicaid only",Administrative,22.4,52,24.7,26.9,22.5,,"Mathematica analysis of the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of February 2, 2023.","CMS calculated rate using CDC WONDER data.",Yes
Indiana,"Maternal and Perinatal Health","Child Core Set","Prenatal and Postpartum Care: Timeliness of Prenatal Care",PPC-CH,"Higher rates are better for this measure","Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the enrollment start date, or within 42 Days of Enrollment in Medicaid or CHIP",2022,"Medicaid & CHIP",Hybrid,82.3,47,81.5,75.2,87.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 1,538. Rate was audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Child and Adolescent Well-Care Visits: Ages 3 to 21",WCV-CH,"Higher rates are better for this measure","Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 3 to 11",2022,"Medicaid & CHIP",Administrative,55.8,49,54.2,49.8,60.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Child and Adolescent Well-Care Visits: Ages 3 to 21",WCV-CH,"Higher rates are better for this measure","Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 17",2022,"Medicaid & CHIP",Administrative,50.5,49,49.0,43.4,55.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Child and Adolescent Well-Care Visits: Ages 3 to 21",WCV-CH,"Higher rates are better for this measure","Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 18 to 21",2022,"Medicaid & CHIP",Administrative,26.6,49,22.5,19.9,30.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Child and Adolescent Well-Care Visits: Ages 3 to 21",WCV-CH,"Higher rates are better for this measure","Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 3 to 21",2022,"Medicaid & CHIP",Administrative,50.5,50,47.6,42.6,54.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Childhood Immunization Status: Age 2",CIS-CH,"Higher rates are better for this measure","Percentage who had a Measles, Mumps, and Rubella (MMR) Vaccination by their Second Birthday",2022,"Medicaid & CHIP",Hybrid,80.3,46,82.0,78.4,84.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 1,644. Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Childhood Immunization Status: Age 2",CIS-CH,"Higher rates are better for this measure","Percentage who had at Least Two Flu Vaccinations by their Second Birthday",2022,"Medicaid & CHIP",Hybrid,48.2,46,45.7,37.1,52.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 1,644. Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Childhood Immunization Status: Age 2",CIS-CH,"Higher rates are better for this measure","Percentage Up to Date on Immunizations (Combination 3) by their Second Birthday",2022,"Medicaid & CHIP",Hybrid,56.4,47,61.5,56.4,67.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 1,644. Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Childhood Immunization Status: Age 2",CIS-CH,"Higher rates are better for this measure","Percentage Up to Date on Immunizations (Combination 10) by their Second Birthday",2022,"Medicaid & CHIP",Hybrid,29.9,48,32.9,26.9,39.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 1,644. Rates were audited or validated. Results reported are from each managed care entity's HEDIS auditor.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Chlamydia Screening in Women Ages 16 to 20",CHL-CH,"Higher rates are better for this measure","Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20",2022,"Medicaid & CHIP",Administrative,47.9,49,47.2,42.7,58.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes managed care population (4 MCOs). Rate was audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Developmental Screening in the First Three Years of Life: Ages 0 to 3",DEV-CH,"Higher rates are better for this measure","Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0 to 3",2022,"Medicaid & CHIP",Administrative,25.0,37,34.7,27.3,51.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes managed care population (4 MCOs). Rate was audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Immunizations for Adolescents: Age 13",IMA-CH,"Higher rates are better for this measure","Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday",2022,"Medicaid & CHIP",Hybrid,34.5,47,35.0,31.5,40.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 1,644. Rates were audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Immunizations for Adolescents: Age 13",IMA-CH,"Higher rates are better for this measure","Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by Their 13th Birthday",2022,"Medicaid & CHIP",Hybrid,81.5,46,75.2,68.3,82.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 1,644. Rates were audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17",WCC-CH,"Higher rates are better for this measure","Body Mass Index Percentile Documentation: Ages 3 to 17",2022,"Medicaid & CHIP",Administrative,59.1,44,71.9,59.1,81.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17",WCC-CH,"Higher rates are better for this measure","Counseling for Nutrition: Ages 3 to 17",2022,"Medicaid & CHIP",Administrative,58.4,43,63.6,36.7,74.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17",WCC-CH,"Higher rates are better for this measure","Counseling for Physical Activity: Ages 3 to 17",2022,"Medicaid & CHIP",Administrative,51.8,43,58.4,35.5,71.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Well-Child Visits in the First 30 Months of Life",W30-CH,"Higher rates are better for this measure","Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life",2022,"Medicaid & CHIP",Administrative,58.1,48,57.5,51.3,61.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Indiana,"Primary Care Access and Preventive Care","Child Core Set","Well-Child Visits in the First 30 Months of Life",W30-CH,"Higher rates are better for this measure","Percentage of Children who had 2 or More Well-Child Visits with a Primary Care Practitioner during the 15th to 30th Months of Life",2022,"Medicaid & CHIP",Administrative,64.1,48,65.1,60.4,71.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include managed care population (4 MCOs). Rates were audited or validated.",Yes
Iowa,"Behavioral Health Care","Child Core Set","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Ages 13 to 17",FUA-CH,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 13 to 17",2022,"Medicaid & CHIP",Administrative,50.0,25,10.6,6.0,16.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17",FUM-CH,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 6 to 17",2022,"Medicaid & CHIP",Administrative,52.1,40,54.6,46.2,65.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17",FUM-CH,"Higher rates are better for this measure","Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 6 to 17",2022,"Medicaid & CHIP",Administrative,74.4,40,72.7,63.6,76.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17",FUH-CH,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17",2022,"Medicaid & CHIP",Administrative,52.0,48,47.9,40.1,57.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17",FUH-CH,"Higher rates are better for this measure","Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17",2022,"Medicaid & CHIP",Administrative,70.8,48,70.4,62.1,79.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12",ADD-CH,"Higher rates are better for this measure","Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12",2022,"Medicaid & CHIP",Administrative,49.4,50,43.0,36.4,49.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12",ADD-CH,"Higher rates are better for this measure","Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12",2022,"Medicaid & CHIP",Administrative,56.7,49,54.1,45.1,59.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose Testing: Ages 1 to 17",2022,"Medicaid & CHIP",Administrative,46.4,45,52.4,47.6,58.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Cholesterol Testing: Ages 1 to 17",2022,"Medicaid & CHIP",Administrative,23.4,45,35.3,28.6,41.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Metabolic Monitoring for Children and Adolescents on Antipsychotics: Ages 1 to 17",APM-CH,"Higher rates are better for this measure","Percentage on Antipsychotics who Received Blood Glucose and Cholesterol Testing: Ages 1 to 17",2022,"Medicaid & CHIP",Administrative,22.4,46,33.2,27.3,41.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Behavioral Health Care","Child Core Set","Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17",APP-CH,"Higher rates are better for this measure","Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17",2022,"Medicaid & CHIP",Administrative,62.7,47,62.6,58.6,67.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes FFS and managed care populations (2 MCOs).",Yes
Iowa,"Care of Acute and Chronic Conditions","Child Core Set","Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19",AMB-CH,"Lower rates are better for this measure","Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2022,"Medicaid & CHIP",Administrative,31.3,46,31.9,36.2,26.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes FFS and managed care populations (2 MCOs).",Yes
Iowa,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11",2022,"Medicaid & CHIP",Administrative,61.2,47,77.3,73.2,80.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18",2022,"Medicaid & CHIP",Administrative,53.2,47,68.8,64.8,72.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Care of Acute and Chronic Conditions","Child Core Set","Asthma Medication Ratio: Ages 5 to 18",AMR-CH,"Higher rates are better for this measure","Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18",2022,"Medicaid & CHIP",Administrative,57.0,48,73.1,68.1,76.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Dental and Oral Health Services","Child Core Set","Oral Evaluation, Dental Services: Ages <1 through 20",OEV-CH,"Higher rates are better for this measure","Percentage of Enrolled Children Under Age 21 Who Received a Comprehensive or Periodic Oral Evaluation: Ages <1 through 20",2022,"Medicaid & CHIP",Administrative,44.5,27,43.2,37.1,49.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rate includes FFS and managed care populations (2 MCOs).",Yes
Iowa,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received a Sealant on at Least One Permanent First Molar Tooth by their 10th Birthdate",2022,"Medicaid & CHIP",Administrative,30.2,30,46.4,38.4,57.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
Iowa,"Dental and Oral Health Services","Child Core Set","Sealant Receipt on Permanent First Molars: Age 10",SFM-CH,"Higher rates are better for this measure","Percentage of Children who Received Sealants on All Four Permanent First Molars by their 10th Birthdate",2022,"Medicaid & CHIP",Administrative,23.6,30,32.9,23.6,40.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the FFY 2022 reporting cycle as of June 1, 2023.","Rates include FFS and managed care populations (2 MCOs).",Yes
